iteration,reward_mean,length_mean,games,loss
139500,19.25,22.25,8,0.08962595462799072
140000,20.25,23.25,8,0.0650479644536972
140500,17.0,20.0,8,0.2786073088645935
141000,16.0,19.0,8,0.07342799752950668
141500,19.75,22.75,8,0.2372296154499054
142000,17.88,20.88,8,0.1477406620979309
142500,16.88,19.88,8,0.07531134784221649
143000,12.75,15.75,8,0.08038601279258728
143500,13.75,16.75,8,0.2678341269493103
144000,19.88,22.88,8,0.1148088127374649
144500,20.25,23.25,8,0.18763738870620728
145000,18.38,21.38,8,0.15706126391887665
145500,16.75,19.75,8,0.0546908974647522
146000,19.12,22.12,8,0.08460985124111176
146500,16.25,19.25,8,0.05031568929553032
147000,12.12,15.12,8,0.10014753043651581
147500,17.75,20.75,8,0.04916076362133026
148000,21.5,24.5,8,0.3254973590373993
148500,17.62,20.62,8,0.2063007354736328
149000,18.0,21.0,8,0.06568882614374161
149500,19.12,22.12,8,0.20154273509979248
150000,16.38,19.38,8,0.15654438734054565
150500,16.5,19.5,8,0.052923496812582016
151000,18.88,21.88,8,0.05242105573415756
151500,20.5,23.5,8,0.11616115272045135
152000,22.12,25.12,8,0.06506705284118652
152500,16.25,19.25,8,0.051312193274497986
153000,18.12,21.12,8,0.11837640404701233
153500,19.5,22.5,8,0.05687201768159866
154000,23.25,26.25,8,0.09360920637845993
154500,20.88,23.88,8,0.09455202519893646
155000,19.5,22.5,8,0.11672593653202057
155500,20.75,23.75,8,0.3285147547721863
156000,12.62,15.12,8,0.1448689103126526
156500,18.0,21.0,8,0.053541235625743866
157000,17.0,20.0,8,0.043674908578395844
157500,23.12,26.12,8,0.411129891872406
158000,19.88,22.88,8,0.06601390242576599
158500,18.75,21.75,8,0.11168495565652847
159000,20.62,23.62,8,0.06072197109460831
159500,15.5,18.5,8,0.5262793302536011
160000,15.88,18.88,8,0.06881111115217209
160500,19.75,22.75,8,0.14154532551765442
161000,13.62,16.62,8,0.14345160126686096
161500,18.75,21.75,8,0.06400236487388611
162000,22.0,25.0,8,0.06804918497800827
162500,19.12,22.12,8,0.07815131545066833
163000,18.5,21.5,8,0.1923357993364334
163500,21.62,24.62,8,0.054332174360752106
164000,14.62,17.62,8,0.05350399762392044
164500,22.0,25.0,8,0.20132240653038025
165000,16.5,19.5,8,0.10647019743919373
165500,13.5,16.5,8,0.06770652532577515
166000,17.38,20.38,8,0.08835279196500778
166500,17.12,20.12,8,0.07109110057353973
167000,15.0,18.0,8,0.04682604968547821
167500,22.12,25.12,8,0.15944629907608032
168000,18.0,21.0,8,0.03893435746431351
168500,16.25,19.25,8,0.0413665845990181
169000,17.62,20.62,8,0.04998541995882988
169500,16.25,19.25,8,0.09396406263113022
170000,21.88,24.88,8,0.051497455686330795
170500,16.25,19.25,8,0.04639871045947075
171000,15.25,18.25,8,0.06579460948705673
171500,20.12,23.12,8,0.05870380252599716
172000,15.38,18.38,8,0.10466095805168152
172500,22.12,25.12,8,0.04863836243748665
173000,22.88,25.88,8,0.08714069426059723
173500,15.38,18.38,8,0.042064301669597626
174000,16.75,19.75,8,0.054319173097610474
174500,17.0,20.0,8,0.07414504140615463
175000,17.88,20.88,8,0.09747645258903503
175500,14.38,17.38,8,0.06349994242191315
176000,20.38,23.38,8,0.15320131182670593
176500,20.38,23.38,8,0.16120967268943787
177000,20.12,23.12,8,0.07686517387628555
177500,15.62,18.62,8,0.07672932744026184
178000,18.25,21.25,8,0.12275595217943192
178500,19.0,22.0,8,0.07473215460777283
179000,22.38,25.38,8,0.12218353152275085
179500,18.25,21.25,8,0.14333119988441467
180000,22.0,25.0,8,0.321452260017395
180500,20.12,23.12,8,0.07292373478412628
181000,19.12,22.12,8,0.09334254264831543
181500,19.12,22.12,8,0.12274433672428131
182000,20.0,23.0,8,0.053215883672237396
182500,21.88,24.88,8,0.07585622370243073
183000,19.88,22.88,8,0.0861310064792633
183500,18.88,21.88,8,0.27035555243492126
184000,19.75,22.75,8,0.06914030760526657
184500,18.0,21.0,8,0.07644905149936676
185000,19.25,22.25,8,0.2747947871685028
185500,19.88,22.88,8,0.09610051661729813
186000,18.75,21.75,8,0.071076400578022
186500,15.38,18.38,8,0.0585288442671299
187000,19.12,22.12,8,0.070949487388134
187500,18.75,21.75,8,0.12345409393310547
188000,17.75,20.75,8,0.07171017676591873
188500,15.18,17.82,11,0.056470293551683426
189000,10.25,13.25,8,0.0813349261879921
189500,21.12,24.12,8,0.05922471731901169
190000,18.25,21.25,8,0.056442856788635254
190500,23.75,26.75,8,0.0870346799492836
191000,22.25,25.25,8,0.05746915936470032
191500,21.11,24.11,9,0.6233204007148743
192000,25.5,28.5,8,0.05580379441380501
192500,21.0,24.0,8,0.22804971039295197
193000,22.38,25.38,8,0.0616033710539341
193500,21.88,24.88,8,0.12077242136001587
194000,14.25,17.25,8,0.10491834580898285
194500,12.88,15.25,8,0.19409163296222687
195000,14.5,17.5,8,0.13327229022979736
195500,21.5,24.5,8,0.05047658085823059
196000,13.0,16.0,8,0.26232320070266724
196500,15.1,17.6,10,0.03473734110593796
197000,18.75,21.75,8,0.058305807411670685
197500,17.25,20.25,8,0.34755733609199524
198000,22.5,25.5,8,0.12352638691663742
198500,15.62,18.62,8,0.06691300868988037
199000,17.62,20.62,8,0.05421854555606842
199500,12.5,15.5,8,0.1191302016377449
200000,17.88,20.88,8,0.130350261926651
